name,batch,location,description,tags,yc_profile_url,website,status,team_size
Chamber,Winter 2026,"Seattle, WA, USA",The AIOps Agent for ML Teams,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/chamber,,,
Assemble,Summer 2026,"San Francisco, CA, USA",Agents for Enterprise IT,B2B,https://www.ycombinator.com/companies/assemble,,,
Patientdesk.ai,Winter 2026,,AI front & back office agent for dental practices,"HEALTHCARE, HEALTHCARE IT",https://www.ycombinator.com/companies/patientdeskai,,,
Visibl Semiconductors,Winter 2026,"San Francisco, CA, USA","A faster, lower cost path to custom silicon",B2B,https://www.ycombinator.com/companies/visibl-semiconductors,,,
Synthetic Sciences,Winter 2026,"San Francisco, CA, USA",Foundation Models for Scientific Research,B2B,https://www.ycombinator.com/companies/synthetic-sciences,,,
"Seeing SystemsLondon, England, United Kingdom",Winter 2026,,Modular AI-Commanded Drones for Defence,"INDUSTRIALS, DEFENSE",https://www.ycombinator.com/companies/seeing-systems,,,
Jinba,Winter 2026,,Automate enterprise workflows through chat,B2B,https://www.ycombinator.com/companies/jinba,,,
Cardboard,Winter 2026,"San Francisco, CA, USA",Agentic video editor,B2B,https://www.ycombinator.com/companies/cardboard,,,
Prana,Winter 2026,"San Francisco, CA, USA",An AI primary care doctor in your pocket,"HEALTHCARE, CONSUMER HEALTH AND WELLNESS",https://www.ycombinator.com/companies/prana-health,,,
"Rhizome AINew York City, NY, USA",Winter 2026,,Agent Platform for Life Sciences,B2B,https://www.ycombinator.com/companies/rhizome-ai,,,
Pax Historia,Winter 2026,"San Francisco, CA, USA",The first AI-powered grand strategy platform,"CONSUMER, GAMING",https://www.ycombinator.com/companies/pax-historia,,,
Hex Security,Winter 2026,"San Francisco, CA, USA",Agentic Offensive Security at Scale,"B2B, SECURITY",https://www.ycombinator.com/companies/hex-security,,,
Laurence,Winter 2026,"New York City, NY, USA",Hedge fund for ads,"B2B, ANALYTICS",https://www.ycombinator.com/companies/laurence,,,
Terminal Use,Winter 2026,"San Francisco, CA, USA",Vercel for background agents,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/terminal-use,,,
Overshoot,Winter 2026,"San Francisco, CA, USA",AI Infra for real-time vision applications,B2B,https://www.ycombinator.com/companies/overshoot,,,
Cajal,Winter 2026,"San Francisco, CA, USA",Scaling formal verification to accelerate scientific discovery,B2B,https://www.ycombinator.com/companies/cajal-technologies,,,
Proximitty,Winter 2026,"San Francisco, CA, USA",AI operating system for commercial loans,"FINTECH, CREDIT AND LENDING",https://www.ycombinator.com/companies/proximitty,,,
Instinct,Winter 2026,"San Francisco, CA, USA",Trade your instinct,FINTECH,https://www.ycombinator.com/companies/instinct-xyz,,,
"StiltaStockholm, Stockholm County, Sweden",Winter 2026,,Agentic AI for intellectual property,B2B,https://www.ycombinator.com/companies/stilta,,,
Unisson,Winter 2026,"San Francisco, CA, USA",AI agents that automate B2B software implementation,"B2B, PRODUCTIVITY",https://www.ycombinator.com/companies/unisson,,,
IncidentFox,Winter 2026,"San Francisco, CA, USA","AI SRE agent that triages, coordinates, and fixes production incidents","B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/brownie,,,
Compresr,Winter 2026,,LLM context compression for better accuracy,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/compresr,,,
Opalite Health,Winter 2026,"San Francisco, CA, USA",Helping Healthcare Providers Speak Any Language,HEALTHCARE,https://www.ycombinator.com/companies/opalite-health,,,
Confluence Labs,Winter 2026,"San Francisco, CA, USA",AI models that learn from experience,B2B,https://www.ycombinator.com/companies/confluence-labs,,,
Rapidfolio,Summer 2026,"San Francisco, CA, USA",AI for fintechs & banks,B2B,https://www.ycombinator.com/companies/rapidfolio,,,
Mango Medical,Winter 2026,,Foundation models for planning orthopedic surgery,"HEALTHCARE, HEALTHCARE IT",https://www.ycombinator.com/companies/mango-medical-inc,,,
Sponge,Winter 2026,"San Francisco, CA, USA",Financial infrastructure for the agent economy,B2B,https://www.ycombinator.com/companies/sponge,,,
"Terranox AISan Francisco, CA, USA",Winter 2026,,The first AI-powered uranium discovery company,"INDUSTRIALS, ENERGY",https://www.ycombinator.com/companies/terranox-ai,,,
Drafted,Spring 2026,"San Francisco, CA, USA",Design your home instantly with AI,CONSUMER,https://www.ycombinator.com/companies/drafted,,,
Ventura,Winter 2026,"San Francisco, CA, USA",AI Workforce for Distributors and Manufacturers,INDUSTRIALS,https://www.ycombinator.com/companies/ventura,,,
Orthogonal,Winter 2026,"San Francisco, CA, USA",Agentic Payments for APIs,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/orthogonal,,,
Perfectly,Winter 2026,"San Francisco, CA, USA",The AI-native Recruiting OS,"B2B, RECRUITING AND TALENT",https://www.ycombinator.com/companies/perfectly,,,
Fern,Winter 2026,,RL environments for robotics companies,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/fern-bot,,,
Sparkles,Winter 2026,"San Francisco, CA, USA",Make everyone on your team an engineer,B2B,https://www.ycombinator.com/companies/sparkles,,,
EigenPal,Winter 2026,"San Francisco, CA, USA",AI Document Workflows for Enterprises,"B2B, OPERATIONS",https://www.ycombinator.com/companies/eigenpal,,,
Salus,Winter 2026,"San Francisco, CA, USA",Guardrails to validate your agent's actions before they execute,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/salus,,,
"MoritzOslo, Oslo, Norway",Winter 2026,,Global AI-native law firm handling legal work with same-day turnaround,"B2B, LEGAL",https://www.ycombinator.com/companies/moritz,,,
RamAIn,Winter 2026,"San Francisco, CA, USA",Automate any UI task with natural language,B2B,https://www.ycombinator.com/companies/ramain,,,
"MillirayLondon, England, United Kingdom",Winter 2026,,Technology to detect and track small drones,"INDUSTRIALS, DRONES",https://www.ycombinator.com/companies/milliray,,,
Beyond Reach Labs,Winter 2026,"New York City, NY, USA",Space solar arrays that grow to the size of a football field in orbit,"INDUSTRIALS, AVIATION AND SPACE",https://www.ycombinator.com/companies/beyond-reach-labs,,,
OctaPulse,Winter 2026,,CV and robotics to automate quality inspection in fish farms,"INDUSTRIALS, CLIMATE",https://www.ycombinator.com/companies/octapulse,,,
CodeWisp,Winter 2026,"San Francisco, CA, USA",Anyone can create real games with AI,"CONSUMER, GAMING",https://www.ycombinator.com/companies/codewisp,,,
Ashr,Winter 2026,"San Francisco, CA, USA",Automated Multi-Modal Testing for Agents,B2B,https://www.ycombinator.com/companies/ashr,,,
Aemon,Winter 2026,"San Francisco, CA, USA",The Forward-Deployed AI Research Engineer,B2B,https://www.ycombinator.com/companies/aemon,,,
Luel,Winter 2026,"San Francisco, CA, USA",Turning everyday words and actions into usable training data.,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/luel,,,
Scheduling Wizard,Winter 2026,"Washington, DC, USA",Logistics infrastructure to modernize healthcare operations,"HEALTHCARE, HEALTHCARE IT",https://www.ycombinator.com/companies/scheduling-wizard,,,
RoboDock,Winter 2026,"San Francisco, CA, USA",Robots that run autonomous depots for autonomous fleets.,"INDUSTRIALS, ENERGY",https://www.ycombinator.com/companies/robodock,,,
Skillsync,Winter 2026,"San Francisco, CA, USA",Github for agent sessions,B2B,https://www.ycombinator.com/companies/skillsync,,,
MouseCat,Winter 2026,"New York City, NY, USA",AI-powered fraud investigations,B2B,https://www.ycombinator.com/companies/mousecat,,,
Zatanna,Winter 2026,"San Francisco, CA, USA",Turning all software into agent-first APIs,B2B,https://www.ycombinator.com/companies/zatanna,,,
AutoSitu,Winter 2026,,AI-native workspace for development plan reviews,"B2B, LEGAL",https://www.ycombinator.com/companies/autositu,,,
Verdex,Winter 2026,"San Francisco, CA, USA",AI Verification for Insurance,"FINTECH, INSURANCE",https://www.ycombinator.com/companies/verdex,,,
Cumulus Labs,Winter 2026,"San Francisco, CA, USA",The Fastest Multimodal Inference OS,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/cumulus-labs,,,
Tepali,Winter 2026,"New York City, NY, USA",AI-native operating system for aesthetics & wellness,B2B,https://www.ycombinator.com/companies/tepali,,,
Palus Finance,Winter 2026,,Your startup's financial advisor,FINTECH,https://www.ycombinator.com/companies/palus-finance,,,
21st,Winter 2026,"San Francisco, CA, USA",UI building blocks for the agentic internet,B2B,https://www.ycombinator.com/companies/21st,,,
Avoice,Winter 2026,,Harvey for Architecture,B2B,https://www.ycombinator.com/companies/avoice,,,
ZeroSettle,Winter 2026,"San Diego, CA, USA",Drop-in Direct Billing SDK for In-App Purchases,"FINTECH, PAYMENTS",https://www.ycombinator.com/companies/zerosettle,,,
/dev/fast,Winter 2026,"San Francisco, CA, USA",/dev/fast is the AI-native code forge,B2B,https://www.ycombinator.com/companies/devfast,,,
Cignara,Spring 2026,"San Francisco, CA, USA",AI Customer Support for Fortune 500-scale enterprises,B2B,https://www.ycombinator.com/companies/cignara,,,
"OpenSpecSydney, NSW, Australia",Winter 2026,,Plan mode for complex features,B2B,https://www.ycombinator.com/companies/openspec,,,
Piris Labs,Winter 2026,"San Francisco, CA, USA",The Networking Layer of AI,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/pirislabs,,,
CellType,Winter 2026,"New York City, NY, USA",The agentic drug company. We simulate human biology.,"HEALTHCARE, DRUG DISCOVERY AND DELIVERY",https://www.ycombinator.com/companies/celltype,,,
Burt,Winter 2026,"San Francisco, CA, USA",AI teammates for logistics,"B2B, SUPPLY CHAIN AND LOGISTICS",https://www.ycombinator.com/companies/burt,,,
Envariant,Winter 2026,"San Francisco, CA, USA",Interpretability and reasoning infra for foundation models.,B2B,https://www.ycombinator.com/companies/envariant,,,
Cascade,Winter 2026,"San Francisco, CA, USA",Distilling Proprietary Intelligence,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/cascade,,,
Beacon Health,Winter 2026,"San Francisco, CA, USA",AI Employees for Primary Care,HEALTHCARE,https://www.ycombinator.com/companies/beacon-health,,,
"Strand AISan Francisco, CA, USA",Winter 2026,,Multimodal foundation models to predict uncollected patient biology,"HEALTHCARE, DRUG DISCOVERY AND DELIVERY",https://www.ycombinator.com/companies/strand-ai,,,
BaseFrame,Winter 2026,"San Francisco, CA, USA",Detect what AI can automate for your team,B2B,https://www.ycombinator.com/companies/baseframe,,,
Protent,Winter 2026,"San Francisco, CA, USA",Real time intelligence for law enforcement & security teams.,"B2B, SECURITY",https://www.ycombinator.com/companies/protent,,,
Cofia,Winter 2026,"New York City, NY, USA",AI automations that implement themselves,"B2B, PRODUCTIVITY",https://www.ycombinator.com/companies/cofia,,,
Fuchsia,Spring 2026,"San Francisco, CA, USA",Vanta for hardware,B2B,https://www.ycombinator.com/companies/fuchsia,,,
Legal,Winter 2026,"OSSan Francisco, CA, USA",The AI-Native Immigration Law Firm,"B2B, LEGAL",https://www.ycombinator.com/companies/legalos,,,
Sentrial,Winter 2026,"San Francisco, CA, USA",Datadog for Agent Reliability,B2B,https://www.ycombinator.com/companies/sentrial,,,
10x Science,Winter 2026,"San Francisco, CA, USA",The AI-native platform for next-generation protein characterization.,B2B,https://www.ycombinator.com/companies/10x-science,,,
"REV1San Francisco, CA, USA",Winter 2026,,Claude Code for Mechanical Engineers,B2B,https://www.ycombinator.com/companies/rev1,,,
shortkit,Winter 2026,,Media infra for consumer apps,B2B,https://www.ycombinator.com/companies/shortkit,,,
Asimov,Winter 2026,"San Francisco, CA, USA",Real-world human movement data for humanoid robots,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/asimov,,,
Lexius,Winter 2026,"San Francisco, CA, USA",AI for Corporate Security Cameras,"B2B, SECURITY",https://www.ycombinator.com/companies/lexius,,,
Axis,Winter 2026,"San Francisco, CA, USA",An AI Copilot for Trading Desks,FINTECH,https://www.ycombinator.com/companies/axis-2,,,
"SonarlyParis, Île-de-France, France",Winter 2026,,Makes software self-healing,B2B,https://www.ycombinator.com/companies/sonarly,,,
Docura Health,Winter 2026,"San Francisco, CA, USA",AI-Native Med-Legal Firm,HEALTHCARE,https://www.ycombinator.com/companies/docura-health,,,
Lance,Winter 2026,"San Francisco, CA, USA",AI Agents That Run Hotel Operations.,B2B,https://www.ycombinator.com/companies/lance,,,
RunAnywhere,Winter 2026,"San Francisco, CA, USA",The default way of running on-device AI at Scale,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/runanywhere,,,
Lucent,Winter 2026,"San Francisco, CA, USA",AI that automatically improves products from user behavior,B2B,https://www.ycombinator.com/companies/lucent,,,
"Prescience, Inc.Boston, MA, USA",Summer 2026,,Healthcare for the age of abundant intelligence.,HEALTHCARE,https://www.ycombinator.com/companies/prescience-inc,,,
Ruma Care,Winter 2026,"San Francisco, CA, USA",The operations stack for biologic infusion clinics,HEALTHCARE,https://www.ycombinator.com/companies/ruma-care,,,
"Klaus AISan Francisco, CA, USA",Winter 2026,,Fast and Safe OpenClaw on the cloud,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/klaus-ai,,,
Kita,Winter 2026,"San Francisco, CA, USA",Automate credit assessment for lenders in emerging markets,FINTECH,https://www.ycombinator.com/companies/kita,,,
Syntropy,Winter 2026,"San Francisco, CA, USA",The agentic coding app for complex tasks.,"B2B, PRODUCTIVITY",https://www.ycombinator.com/companies/syntropy,,,
One Robot,Winter 2026,"San Francisco, CA, USA",World models for robot evals and training.,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/one-robot,,,
Didit,Winter 2026,"San Francisco, CA, USA",Infrastructure for identity and fraud.,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/didit,,,
Panta,Winter 2026,"San Francisco, CA, USA",AI Native Commercial Insurance Brokerage,"FINTECH, INSURANCE",https://www.ycombinator.com/companies/panta,,,
Imperfect,Spring 2026,"San Francisco, CA, USA","Adaptive training coach for runners, cyclists, and triathletes",CONSUMER,https://www.ycombinator.com/companies/imperfect,,,
Trust,Summer 2026,"AISan Francisco, CA, USA",Continuous compliance and governance for agents on sensitive systems,"B2B, SECURITY",https://www.ycombinator.com/companies/trustai,,,
Payna,Winter 2026,"San Francisco, CA, USA",AI Licensing Agent for Regulated Industries,B2B,https://www.ycombinator.com/companies/payna,,,
Origin,Winter 2026,"San Francisco, CA, USA",AI and Data for Cancer Therapeutics,"HEALTHCARE, DRUG DISCOVERY AND DELIVERY",https://www.ycombinator.com/companies/origin-bio,,,
Clara,Spring 2026,"San Francisco, CA, USA",AI primary care doctor,"HEALTHCARE, CONSUMER HEALTH AND WELLNESS",https://www.ycombinator.com/companies/clara-2,,,
Hlabs,Winter 2026,"San Francisco, CA, USA",US-Made Parts for Robots,INDUSTRIALS,https://www.ycombinator.com/companies/hlabs,,,
"Eos AISan Francisco, CA, USA",Winter 2026,,Autonomous OS for healthcare,HEALTHCARE,https://www.ycombinator.com/companies/eos-ai,,,
Valgo,Winter 2026,"San Francisco, CA, USA",Insurance risk layer for physical AI,B2B,https://www.ycombinator.com/companies/valgo,,,
ARC Prize Foundation,Winter 2026,"San Francisco, CA, USA",AI benchmarks that measure general intelligence and inspire new ideas,INDUSTRIALS,https://www.ycombinator.com/companies/arc-prize-foundation,,,
Corvera,Winter 2026,"San Francisco, CA, USA",The context layer for AI-native CPG brands,"B2B, OPERATIONS",https://www.ycombinator.com/companies/corvera,,,
FullSeam,Winter 2026,,AI agents for corporate accounting teams,"B2B, FINANCE AND ACCOUNTING",https://www.ycombinator.com/companies/fullseam,,,
Waddle Labs,Summer 2026,"Boston, MA, USA",Agents for robotics control.,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/waddle-labs,,,
Linzumi,Spring 2026,"San Francisco, CA, USA",Team chat to command all your company's coding agents,B2B,https://www.ycombinator.com/companies/linzumi,,,
Advanced Metal Research,Spring 2026,"Los Angeles, CA, USA",Machine intelligence for American Welding,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/advanced-metal-research,,,
Ploy,Spring 2026,"San Francisco, CA, USA",Ploy turns your website into your company's growth engine.,B2B,https://www.ycombinator.com/companies/ploy,,,
CatchBack Cards,Winter 2026,"San Francisco, CA, USA",The most thrilling way to create and rip digital collectible packs,"CONSUMER, GAMING",https://www.ycombinator.com/companies/catchback-cards,,,
Mantis,Winter 2026,"New York City, NY, USA",Digital Twins of humans,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/mantis,,,
Haladir,Winter 2026,"San Francisco, CA, USA",Operational Superintelligence for Global Logistics,"B2B, SUPPLY CHAIN AND LOGISTICS",https://www.ycombinator.com/companies/haladir,,,
ClaimGlide,Winter 2026,"Seattle, WA, USA",AI automated prior-auths for private medical practices,"HEALTHCARE, HEALTHCARE SERVICES",https://www.ycombinator.com/companies/claimglide,,,
"Inviscid AISingapore, Singapore",Winter 2026,,Real-time Physics Simulations for Industrial Facilities & Data Centers,"INDUSTRIALS, ENERGY",https://www.ycombinator.com/companies/inviscid-ai,,,
Coasts,Fall 2025,,Localhost service isolation and orchestration for git worktrees,B2B,https://www.ycombinator.com/companies/coasts,,,
Zephyr Fusion,Fall 2025,"San Diego, CA, USA",Powering tomorrow's industrial revolution in space,"INDUSTRIALS, ENERGY",https://www.ycombinator.com/companies/zephyr-fusion,,,
Mayflower,Fall 2025,"San Francisco, CA, USA",AI plug-in that automates HR immigration screening and compliance,GOVERNMENT,https://www.ycombinator.com/companies/mayflower,,,
NdeaRemote,Winter 2026,,Building AGI that can innovate.,INDUSTRIALS,https://www.ycombinator.com/companies/ndea-com,,,
item,Fall 2025,"San Francisco, CA, USA",The AI-Native CRM that works for you,"B2B, SALES",https://www.ycombinator.com/companies/item,,,
Crosslayer Labs,Winter 2026,"New York City, NY, USA","Protect, monitor and defend your Internet presence","B2B, SECURITY",https://www.ycombinator.com/companies/crosslayer-labs,,,
Rivet,Fall 2025,"San Francisco, CA, USA",Visual editor to design in production code,B2B,https://www.ycombinator.com/companies/rivet-design,,,
"OpenrollStockholm, Stockholm County, Sweden",Fall 2025,,The AI workforce for People and Finance teams,B2B,https://www.ycombinator.com/companies/openroll,,,
Amika,Fall 2025,"New York City, NY, USA",Infra to build your own software factory,"B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/amika,,,
Specific Labs,Fall 2025,"San Francisco, CA, USA",Audio and Enterprise Human Data for AI,B2B,https://www.ycombinator.com/companies/specific-labs,,,
Moss,Fall 2025,"San Francisco, CA, USA",Real-time semantic search for Conversational AI,B2B,https://www.ycombinator.com/companies/moss,,,
Zarna,Fall 2025,"San Francisco, CA, USA",AI Associates for Private Capital,"B2B, FINANCE AND ACCOUNTING",https://www.ycombinator.com/companies/zarna,,,
MarkIt,Fall 2025,"Atlanta, GA, USA",AI Agents for Trade Compliance - Saving Companies from Tariffs,"B2B, SUPPLY CHAIN AND LOGISTICS",https://www.ycombinator.com/companies/markit,,,
Voltair,Winter 2026,"San Francisco, CA, USA",Autonomous Drones for Earth Observation,"INDUSTRIALS, DRONES",https://www.ycombinator.com/companies/voltair,,,
Clicks,Fall 2025,"San Francisco, CA, USA",AI agents for your back-office operations.,"B2B, PRODUCTIVITY",https://www.ycombinator.com/companies/clicks,,,
Fastshot,Fall 2025,"San Francisco, CA, USA",Lovable for mobile apps,B2B,https://www.ycombinator.com/companies/fastshot,,,
Vector Legal,Winter 2026,"San Francisco, CA, USA",A premier AI-native law firm & legal operating system for Startups.,"B2B, LEGAL",https://www.ycombinator.com/companies/vector-legal,,,
Shoptiques,Winter 2012,"New York City, NY, USA",Shoptiques.com lets you shop the world's best local boutiques online.,"CONSUMER, APPAREL AND COSMETICS",https://www.ycombinator.com/companies/shoptiques,,,
Antigen,Fall 2025,"San Francisco, CA, USA",Continuous offensive security for the enterprise.,B2B,https://www.ycombinator.com/companies/antigen,,,
LunaBill,Fall 2025,"San Francisco, CA, USA",AI Voice callers for healthcare billing teams,"HEALTHCARE, HEALTHCARE IT",https://www.ycombinator.com/companies/lunabill,,,
Nerviom,Fall 2025,"San Francisco, CA, USA",AI Autopilot for Infrastructure Permitting,REAL ESTATE AND CONSTRUCTION,https://www.ycombinator.com/companies/nerviom,,,
Velvet,Fall 2025,"San Francisco, CA, USA",The multimodal data lab.,B2B,https://www.ycombinator.com/companies/velvet,,,
DiligenceSquared,Fall 2025,"New York City, NY, USA",AI-powered market due diligence for investment decisions,"B2B, ANALYTICS",https://www.ycombinator.com/companies/diligencesquared-inc,,,
Amera,Fall 2025,,Automating claims processing workflows for health insurance payers.,"FINTECH, INSURANCE",https://www.ycombinator.com/companies/amera,,,
Forge Robotics,Fall 2025,"San Francisco, CA, USA",A robotics intelligence system for metal fabrication,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/forge-robotics,,,
Bluma,Fall 2025,"San Francisco, CA, USA",Canva for short-form video ads,"B2B, MARKETING",https://www.ycombinator.com/companies/bluma,,,
Lightberry,Fall 2025,"San Francisco, CA, USA",The social brain for robots.,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/lightberry,,,
The Hog,Fall 2025,"San Francisco, CA, USA",Real-time web intelligence API for AI agents and GTM teams,"B2B, MARKETING",https://www.ycombinator.com/companies/the-hog,,,
Telemetron,Fall 2025,"San Francisco, CA, USA",Support and Operations Platform for Hardware Companies,B2B,https://www.ycombinator.com/companies/telemetron-ai,,,
"Boom AISan Francisco, CA, USA",Fall 2025,,AI agents that recover lost revenue through real conversations.,B2B,https://www.ycombinator.com/companies/boom-ai,,,
Freeport Markets,Fall 2025,"New York City, NY, USA",CONSUMER FINANCE,"Trade Anything, , FINTECH",https://www.ycombinator.com/companies/freeport-markets,,,
Miniswap,Fall 2025,"San Francisco, CA, USA",The Marketplace for Complex Hobbies,"CONSUMER, GAMING",https://www.ycombinator.com/companies/miniswap,,,
Rovi Health,Fall 2025,"New York City, NY, USA",AI healthcare concierge for employees,HEALTHCARE,https://www.ycombinator.com/companies/rovi-health,,,
MadeThis,Fall 2025,"San Francisco, CA, USA",The autonomous business platform,"B2B, OPERATIONS",https://www.ycombinator.com/companies/madethis,,,
General Astronautics,Winter 2026,"San Francisco, CA, USA",Robotics for Space R&D,"INDUSTRIALS, AVIATION AND SPACE",https://www.ycombinator.com/companies/generalastro,,,
Jarmin,Fall 2025,"San Francisco, CA, USA",AI Employees for human-level roles,B2B,https://www.ycombinator.com/companies/jarmin,,,
Exonic,Fall 2025,"San Francisco, CA, USA",Unsupervised Biological AI,"HEALTHCARE, DRUG DISCOVERY AND DELIVERY",https://www.ycombinator.com/companies/exonic,,,
Lemma,Fall 2025,"San Francisco, CA, USA",Production Monitoring for AI agents,B2B,https://www.ycombinator.com/companies/uselemma,,,
Perseus,Fall 2025,"Bengaluru, KA, India",Applied Lab focused on Search in Latent Spaces.,B2B,https://www.ycombinator.com/companies/perseus,,,
Karumi,Fall 2025,,The Waymo of Personalized demos,"B2B, SALES",https://www.ycombinator.com/companies/karumi,,,
Icarus,Fall 2025,"Los Angeles, CA, USA",Stratospheric birds for defense,"INDUSTRIALS, DEFENSE",https://www.ycombinator.com/companies/icarus,,,
Sava,Fall 2025,"New York City, NY, USA",Building the future of trusts,FINTECH,https://www.ycombinator.com/companies/savahq,,,
TakeCare,Spring 2026,"OSSan Francisco, CA, USA",AI-native operating system for long term care providers,B2B,https://www.ycombinator.com/companies/takecareos,,,
"DenkiLondon, England, United Kingdom",Fall 2025,,The full-stack AI financial audit firm,"B2B, FINANCE AND ACCOUNTING",https://www.ycombinator.com/companies/denki,,,
"MetorialVienna, Vienna, Austria",Fall 2025,,Agentic infrastructure to power AI-native companies.,B2B,https://www.ycombinator.com/companies/metorial,,,
Kalpa Labs,Fall 2025,"San Francisco, CA, USA",Scaling Generalist Speech models,B2B,https://www.ycombinator.com/companies/kalpa-labs,,,
Absurd,Fall 2025,"Los Angeles, CA, USA",The Creative OS for AI video,"B2B, MARKETING",https://www.ycombinator.com/companies/absurd,,,
Clad Labs,Fall 2025,"San Francisco, CA, USA",the brainrot ide,CONSUMER,https://www.ycombinator.com/companies/clad-labs,,,
Automax.ai,Fall 2025,"San Francisco, CA, USA",AI native real-estate appraisal firm,"REAL ESTATE AND CONSTRUCTION, HOUSING AND REAL ESTATE",https://www.ycombinator.com/companies/automax-ai,,,
"SpecificStockholm, Stockholm County, Sweden",Fall 2025,,AWS for coding agents,B2B,https://www.ycombinator.com/companies/specific,,,
Primer,Fall 2025,"Los Angeles, CA, USA",AI Product Demos,B2B,https://www.ycombinator.com/companies/primer,,,
Narrative,Fall 2025,"San Diego, CA, USA",AI-Powered Sports Highlights,"B2B, MARKETING",https://www.ycombinator.com/companies/usenarrative,,,
"CrunchedOslo, Oslo, Norway",Fall 2025,,Excel AI analyst for Power Users,"B2B, FINANCE AND ACCOUNTING",https://www.ycombinator.com/companies/crunched,,,
"Lua Global IncLondon, England, United Kingdom",Fall 2025,,The mid-market agent platform,B2B,https://www.ycombinator.com/companies/lua-global-inc,,,
Philon,Fall 2025,"San Francisco, CA, USA",General Purpose Robots,B2B,https://www.ycombinator.com/companies/philon,,,
Sourcebot,Fall 2025,"San Francisco, CA, USA",Helping humans and AI agents understand massive codebases,B2B,https://www.ycombinator.com/companies/sourcebot,,,
"ZalosLondon, England, United Kingdom",Fall 2025,,"Computer Agents for Finance tasks like reconciliation, in your system!","B2B, OPERATIONS",https://www.ycombinator.com/companies/zalos,,,
"PrismLondon, England, United Kingdom",Spring 2026,,AI-native recruiting agency,"B2B, RECRUITING AND TALENT",https://www.ycombinator.com/companies/tryprism,,,
Aside,Fall 2025,"San Francisco, CA, USA",The browser built to do real work for you,CONSUMER,https://www.ycombinator.com/companies/aside,,,
"Scott AINew York City, NY, USA",Fall 2025,,The planning layer for teams that build with coding agents,B2B,https://www.ycombinator.com/companies/scott-ai,,,
Everest,Fall 2025,"San Francisco, CA, USA",,CONSUMER,https://www.ycombinator.com/companies/everest,,,
Expected Parrot,Fall 2025,"Boston, MA, USA",Simulate your customers with AI agents,B2B,https://www.ycombinator.com/companies/expected-parrot,,,
"Imagine AISan Francisco, CA, USA",Fall 2025,,"We reverse engineer B2B growth, starting with LinkedIn.","B2B, SALES",https://www.ycombinator.com/companies/imagine-ai,,,
Anto Biosciences,Fall 2025,"San Francisco, CA, USA",A Foundation Model for Microbial Communities.,HEALTHCARE,https://www.ycombinator.com/companies/anto-biosciences,,,
"Patent WatchBucharest, Romania",Fall 2025,,AI for detecting patent infringements,B2B,https://www.ycombinator.com/companies/patent-watch,,,
s2.dev,Fall 2025,"San Francisco, CA, USA","API for unlimited, durable, real-time streams","B2B, INFRASTRUCTURE",https://www.ycombinator.com/companies/s2-dev,,,
"TornyolParis, Île-de-France, France",Fall 2025,,We build micro-drones that kill mosquitoes.,"CONSUMER, CONSUMER ELECTRONICS",https://www.ycombinator.com/companies/tornyol,,,
Nucleo,Fall 2025,,The first Agentic platform for Oncology,HEALTHCARE,https://www.ycombinator.com/companies/nucleo,,,
Leadbay,Fall 2025,"San Francisco, CA, USA",Qualified leads for agentic workflows.,"B2B, SALES",https://www.ycombinator.com/companies/leadbay,,,
"Pixley AILos Angeles, CA, USA",Fall 2025,,The first platform where families can create AI cartoons in minutes,"CONSUMER, CONTENT",https://www.ycombinator.com/companies/pixley-ai,,,
"Cortex AISan Francisco, CA, USA",Fall 2025,,Large-scale real-world robot & human data for embodied AI,"INDUSTRIALS, MANUFACTURING AND ROBOTICS",https://www.ycombinator.com/companies/cortex-ai,,,
Sol,Fall 2025,"San Francisco, CA, USA",Code and browse in the same place,B2B,https://www.ycombinator.com/companies/solbrowser,,,
Thesis,Fall 2025,"San Francisco, CA, USA",Autonomous AI research,B2B,https://www.ycombinator.com/companies/thesis,,,
