startup_name,industry,country,funding_amount_usd,funding_stage,source_dataset
"Mcbride, Bishop and Reeves",SaaS,Canada,14077745.0,Series B,startup_funding_dataset
Becker-Owens,Finance,UK,136296174.0,Series C,startup_funding_dataset
"Flores, Edwards and Wells",SaaS,UK,6553137.0,Series A,startup_funding_dataset
"Fletcher, Marsh and White",Tech,France,219470.0,Seed,startup_funding_dataset
Willis and Sons,Tech,USA,28863164.0,Series B,startup_funding_dataset
Clark-Warren,E-commerce,UK,7737140.0,Series A,startup_funding_dataset
"Smith, Schneider and Leonard",Health,Netherlands,155197531.0,Series C,startup_funding_dataset
Gates LLC,E-commerce,Netherlands,92998613.0,Series C,startup_funding_dataset
Stevens-Wright,Tech,USA,194843450.0,Series C,startup_funding_dataset
"Hall, Davis and Huerta",Education,Canada,532781598.0,IPO,startup_funding_dataset
Strickland-Miller,Tech,Canada,39451777.0,Series B,startup_funding_dataset
Gonzales PLC,SaaS,UK,552643491.0,IPO,startup_funding_dataset
Armstrong-Hubbard,Gaming,Germany,382693.0,Seed,startup_funding_dataset
"Hodge, Stevenson and Weaver",E-commerce,France,4919065.0,Series A,startup_funding_dataset
Dorsey and Sons,SaaS,France,978195913.0,IPO,startup_funding_dataset
Duncan-Zimmerman,AI,Germany,365379035.0,IPO,startup_funding_dataset
Chen-Rodriguez,Gaming,India,20852857.0,Series B,startup_funding_dataset
Young-Blair,SaaS,Netherlands,107203161.0,Series C,startup_funding_dataset
"Roach, Tran and Arnold",SaaS,USA,419579525.0,IPO,startup_funding_dataset
"Moreno, Perry and Moses",Gaming,Germany,542703499.0,IPO,startup_funding_dataset
Beard-Cruz,Finance,Canada,7862923.0,Series A,startup_funding_dataset
"Arnold, Stewart and Williams",Gaming,Canada,9243732.0,Series A,startup_funding_dataset
Wilkinson LLC,Gaming,USA,792830248.0,IPO,startup_funding_dataset
Cunningham-Martin,Tech,UK,82989765.0,Series C,startup_funding_dataset
"Flores, Wilson and Bell",Education,Germany,462305.0,Seed,startup_funding_dataset
Glover Inc,SaaS,Netherlands,998839121.0,IPO,startup_funding_dataset
Arias-Ortiz,SaaS,UK,156562154.0,Series C,startup_funding_dataset
Olson PLC,Gaming,India,329560499.0,IPO,startup_funding_dataset
Wright Inc,AI,UK,1053623.0,Series A,startup_funding_dataset
English-Nguyen,Gaming,USA,176635040.0,Series C,startup_funding_dataset
Thompson-Wilson,Health,Canada,32934690.0,Series B,startup_funding_dataset
Mayer Inc,AI,UK,347697255.0,IPO,startup_funding_dataset
Williams Inc,Gaming,France,4993085.0,Series A,startup_funding_dataset
Webb Ltd,AI,Australia,11238789.0,Series B,startup_funding_dataset
Richards-Pope,Health,Netherlands,116646711.0,Series C,startup_funding_dataset
Stone PLC,Health,France,57681.0,Seed,startup_funding_dataset
"Reynolds, Davies and Dunn",Health,Australia,18132362.0,Series B,startup_funding_dataset
Carter LLC,Health,France,136442270.0,Series C,startup_funding_dataset
Campbell-Zimmerman,Health,Netherlands,318459.0,Seed,startup_funding_dataset
Chase-Galloway,Health,Australia,8350629.0,Series A,startup_funding_dataset
"Campbell, Cox and Harmon",AI,USA,175249592.0,Series C,startup_funding_dataset
"Barton, Sanders and Grant",AI,Germany,161206692.0,Series C,startup_funding_dataset
Johnson LLC,Health,UK,400129.0,Seed,startup_funding_dataset
"Riley, Taylor and Barron",E-commerce,Canada,5699204.0,Series A,startup_funding_dataset
Reyes Inc,Health,France,714228590.0,IPO,startup_funding_dataset
"Downs, Mills and Meadows",E-commerce,Canada,983532297.0,IPO,startup_funding_dataset
Wallace-Petty,E-commerce,India,576729246.0,IPO,startup_funding_dataset
"Edwards, Yates and Zimmerman",Education,France,8891825.0,Series A,startup_funding_dataset
Estes Inc,Health,Australia,5847416.0,Series A,startup_funding_dataset
Barnes-Ford,Health,UK,215142697.0,IPO,startup_funding_dataset
Hobbs and Sons,Finance,India,527692912.0,IPO,startup_funding_dataset
Jones-Day,E-commerce,Netherlands,100709345.0,Series C,startup_funding_dataset
Proctor-Brown,Education,Australia,2912096.0,Series A,startup_funding_dataset
"White, Torres and Peterson",Tech,Germany,3324082.0,Series A,startup_funding_dataset
Hart Inc,Gaming,USA,43541848.0,Series B,startup_funding_dataset
"Daniels, Potts and Craig",AI,UK,60021744.0,Series C,startup_funding_dataset
Ashley LLC,Education,India,11398524.0,Series B,startup_funding_dataset
Travis-Hale,Gaming,France,167410364.0,Series C,startup_funding_dataset
Davis-Massey,AI,Canada,8538779.0,Series A,startup_funding_dataset
Franklin and Sons,Education,UK,48708963.0,Series B,startup_funding_dataset
Crawford-Lewis,Finance,UK,117225943.0,Series C,startup_funding_dataset
Manning-Marsh,Gaming,USA,175884643.0,Series C,startup_funding_dataset
"Snyder, Olson and Williams",Education,Canada,855039585.0,IPO,startup_funding_dataset
Hill-Hampton,E-commerce,Australia,4246341.0,Series A,startup_funding_dataset
Green LLC,Tech,France,498179602.0,IPO,startup_funding_dataset
"Perry, Ferrell and Donovan",Gaming,France,509491752.0,IPO,startup_funding_dataset
Cochran-Hayes,Health,India,30633216.0,Series B,startup_funding_dataset
Spencer-Allison,Education,India,7562239.0,Series A,startup_funding_dataset
"Pena, Brewer and Salazar",Tech,Germany,751262456.0,IPO,startup_funding_dataset
Maynard Ltd,Health,Canada,24110374.0,Series B,startup_funding_dataset
Adams Ltd,E-commerce,USA,22566744.0,Series B,startup_funding_dataset
"Jackson, Moreno and Mccoy",Gaming,Germany,195021316.0,Series C,startup_funding_dataset
"Huff, Sims and Franklin",SaaS,Australia,58976043.0,Series C,startup_funding_dataset
Torres PLC,Health,India,466407344.0,IPO,startup_funding_dataset
Ortiz-Wolfe,E-commerce,France,73447622.0,Series C,startup_funding_dataset
"Berger, Murray and Fischer",Gaming,France,50471295.0,Series C,startup_funding_dataset
"Johnson, Harmon and Cohen",Finance,Australia,364990.0,Seed,startup_funding_dataset
"Simpson, Salazar and Vega",Health,USA,164032138.0,Series C,startup_funding_dataset
"Simmons, Stephens and King",Tech,UK,375358.0,Seed,startup_funding_dataset
Burgess-Smith,Gaming,Germany,392801.0,Seed,startup_funding_dataset
"Ellis, Mathews and Ellis",AI,Australia,17996648.0,Series B,startup_funding_dataset
"Rogers, Maxwell and Jones",E-commerce,Germany,243310.0,Seed,startup_funding_dataset
"Johnson, Lewis and Perez",SaaS,Australia,395873.0,Seed,startup_funding_dataset
Allen-Rivera,E-commerce,Australia,14529612.0,Series B,startup_funding_dataset
Fowler-Smith,SaaS,Canada,56336.0,Seed,startup_funding_dataset
Lawson Ltd,Education,USA,335854.0,Seed,startup_funding_dataset
"Williams, Vaughan and Smith",SaaS,Australia,195219312.0,Series C,startup_funding_dataset
"Williamson, Esparza and Walters",Gaming,India,30618917.0,Series B,startup_funding_dataset
"Bowman, Church and Patel",Gaming,France,443659257.0,IPO,startup_funding_dataset
Edwards-Knox,AI,UK,11797885.0,Series B,startup_funding_dataset
Sutton and Sons,SaaS,France,147629.0,Seed,startup_funding_dataset
"Jones, Stewart and Garner",AI,UK,12687523.0,Series B,startup_funding_dataset
James Inc,Health,India,271647.0,Seed,startup_funding_dataset
"Smith, Johnson and Martinez",E-commerce,Australia,26583431.0,Series B,startup_funding_dataset
Rogers-Dominguez,AI,India,895291772.0,IPO,startup_funding_dataset
"Miller, Hill and Johnson",SaaS,Germany,48816581.0,Series B,startup_funding_dataset
"Schmidt, Jackson and Thompson",Gaming,UK,198795074.0,Series C,startup_funding_dataset
Cline-Stafford,Education,India,28115234.0,Series B,startup_funding_dataset
Landry LLC,Tech,Netherlands,936248043.0,IPO,startup_funding_dataset
Newman-Mills,Gaming,UK,491022843.0,IPO,startup_funding_dataset
Warren Group,AI,Australia,218955.0,Seed,startup_funding_dataset
"Brown, Fields and Garza",Health,Canada,39888785.0,Series B,startup_funding_dataset
Hull-Skinner,Health,France,476025.0,Seed,startup_funding_dataset
"Martinez, Williams and Mcbride",SaaS,USA,61944060.0,Series C,startup_funding_dataset
Howard-Davis,SaaS,Netherlands,8706465.0,Series A,startup_funding_dataset
"Woodward, Morales and Barrett",Gaming,France,8119105.0,Series A,startup_funding_dataset
James Group,Health,Germany,797040670.0,IPO,startup_funding_dataset
"Nguyen, Clark and Jefferson",Gaming,UK,20355155.0,Series B,startup_funding_dataset
Coleman-Perkins,Tech,India,21448726.0,Series B,startup_funding_dataset
Anderson-Johns,AI,India,160703.0,Seed,startup_funding_dataset
Bates PLC,Health,Germany,4948712.0,Series A,startup_funding_dataset
Freeman Ltd,AI,India,5451082.0,Series A,startup_funding_dataset
"White, Pearson and Patterson",Tech,USA,471556458.0,IPO,startup_funding_dataset
Parrish Inc,Health,Germany,4211675.0,Series A,startup_funding_dataset
Flynn LLC,Finance,Germany,287071864.0,IPO,startup_funding_dataset
Walker and Sons,Health,France,455530323.0,IPO,startup_funding_dataset
"Bryant, Mitchell and Vasquez",Education,USA,100329.0,Seed,startup_funding_dataset
Stewart Ltd,Gaming,Canada,8467901.0,Series A,startup_funding_dataset
Rich-Brown,E-commerce,Canada,523676215.0,IPO,startup_funding_dataset
Weaver-Hays,Gaming,USA,60535117.0,Series C,startup_funding_dataset
Marsh-Sanchez,SaaS,USA,196400904.0,Series C,startup_funding_dataset
"Moore, Thompson and Curry",Finance,USA,13624045.0,Series B,startup_funding_dataset
Haynes PLC,E-commerce,Australia,133507413.0,Series C,startup_funding_dataset
Miller-Anderson,Finance,Netherlands,489759917.0,IPO,startup_funding_dataset
Wilson Inc,Finance,Netherlands,1079477.0,Series A,startup_funding_dataset
Klein-Cardenas,Health,Australia,140503.0,Seed,startup_funding_dataset
Evans LLC,Tech,India,47249031.0,Series B,startup_funding_dataset
Chandler-Davies,Gaming,India,413075.0,Seed,startup_funding_dataset
Gonzalez-Luna,Gaming,Canada,17259121.0,Series B,startup_funding_dataset
Burgess-Mathis,E-commerce,Netherlands,45768423.0,Series B,startup_funding_dataset
"Moore, Lee and Beasley",AI,USA,3309003.0,Series A,startup_funding_dataset
"Thomas, Lewis and Rojas",Education,France,766465971.0,IPO,startup_funding_dataset
"Soto, Lawson and Harrison",AI,Germany,24948721.0,Series B,startup_funding_dataset
Whitney Group,Tech,Canada,38897098.0,Series B,startup_funding_dataset
"Hodges, Massey and Hardy",Tech,France,31496076.0,Series B,startup_funding_dataset
"Blanchard, Dorsey and Gilbert",Tech,UK,410526032.0,IPO,startup_funding_dataset
"Jones, Owens and Hodges",Tech,Canada,7679280.0,Series A,startup_funding_dataset
"Miller, Farmer and Ramos",E-commerce,France,180742086.0,Series C,startup_funding_dataset
Watkins Ltd,Tech,India,874476947.0,IPO,startup_funding_dataset
"May, Kelly and Martinez",Tech,Australia,185191329.0,Series C,startup_funding_dataset
"Vasquez, Vaughan and Garcia",SaaS,Australia,7858688.0,Series A,startup_funding_dataset
Stephens-Martin,AI,Australia,182677921.0,Series C,startup_funding_dataset
Dixon LLC,E-commerce,India,29132230.0,Series B,startup_funding_dataset
Wilkinson-Harrison,Gaming,Australia,70432936.0,Series C,startup_funding_dataset
Bell-King,Health,Netherlands,244839.0,Seed,startup_funding_dataset
Williams-Collier,SaaS,Germany,6687012.0,Series A,startup_funding_dataset
"Floyd, Romero and Ramirez",SaaS,USA,63064750.0,Series C,startup_funding_dataset
Zhang and Sons,Education,France,15189991.0,Series B,startup_funding_dataset
Bryant-Sanchez,E-commerce,Australia,354642.0,Seed,startup_funding_dataset
Bryant Group,Finance,France,1104062.0,Series A,startup_funding_dataset
"Mccann, Wheeler and Johnson",Tech,Australia,852743003.0,IPO,startup_funding_dataset
"Buchanan, Mcdaniel and Prince",SaaS,India,466381751.0,IPO,startup_funding_dataset
Thompson Inc,E-commerce,USA,483682862.0,IPO,startup_funding_dataset
Warren PLC,Health,Germany,39044523.0,Series B,startup_funding_dataset
Ryan-Clay,Health,USA,781990740.0,IPO,startup_funding_dataset
Dillon-Farrell,AI,USA,746871767.0,IPO,startup_funding_dataset
Mcdowell and Sons,E-commerce,Netherlands,2646516.0,Series A,startup_funding_dataset
Ramirez Group,Tech,Australia,43237401.0,Series B,startup_funding_dataset
Goodman Group,Education,USA,21500985.0,Series B,startup_funding_dataset
Jackson and Sons,Tech,France,7583814.0,Series A,startup_funding_dataset
"Walker, Flowers and Robinson",Tech,France,497401.0,Seed,startup_funding_dataset
"Simpson, Morris and Dunn",Finance,UK,21197272.0,Series B,startup_funding_dataset
Moody PLC,Education,France,11000166.0,Series B,startup_funding_dataset
"Carter, Carter and Coleman",Education,Netherlands,618205440.0,IPO,startup_funding_dataset
"Craig, Soto and Booth",Tech,India,559435354.0,IPO,startup_funding_dataset
Clark LLC,Gaming,Netherlands,115094223.0,Series C,startup_funding_dataset
Miller LLC,Finance,Canada,410761.0,Seed,startup_funding_dataset
Bird-Richards,Tech,Netherlands,16301143.0,Series B,startup_funding_dataset
Diaz Ltd,E-commerce,France,254158.0,Seed,startup_funding_dataset
Lam PLC,E-commerce,UK,125332204.0,Series C,startup_funding_dataset
"Cervantes, Gomez and Gonzalez",Tech,France,42594784.0,Series B,startup_funding_dataset
"Young, Marsh and Ford",Health,Netherlands,7420831.0,Series A,startup_funding_dataset
May Inc,E-commerce,France,8690831.0,Series A,startup_funding_dataset
"Mccoy, Morrow and Nguyen",AI,India,7596792.0,Series A,startup_funding_dataset
Mendoza-Brooks,Finance,UK,168077980.0,Series C,startup_funding_dataset
"Mcbride, Neal and Bowman",Education,Germany,24309563.0,Series B,startup_funding_dataset
Escobar-Hoffman,Tech,Canada,328301375.0,IPO,startup_funding_dataset
"Hansen, Morales and Garcia",Education,UK,5785713.0,Series A,startup_funding_dataset
Perez-Miller,E-commerce,France,8339110.0,Series A,startup_funding_dataset
"Golden, Mccarty and Wilson",Health,Canada,7432759.0,Series A,startup_funding_dataset
"Barker, Klein and Johnson",Finance,Canada,149891955.0,Series C,startup_funding_dataset
Kim-James,Health,India,134116292.0,Series C,startup_funding_dataset
Gray-Jackson,E-commerce,India,110366.0,Seed,startup_funding_dataset
Hernandez LLC,Health,France,776860493.0,IPO,startup_funding_dataset
"Snyder, Thomas and Castillo",AI,UK,91289.0,Seed,startup_funding_dataset
Brown-Hogan,SaaS,USA,4261097.0,Series A,startup_funding_dataset
Morgan-Martin,Health,India,128606424.0,Series C,startup_funding_dataset
"Brown, Burns and Valencia",Gaming,India,184050360.0,Series C,startup_funding_dataset
"Henderson, Mccoy and Mccall",Health,France,4983117.0,Series A,startup_funding_dataset
"Dillon, Madden and Carney",Health,Germany,360173.0,Seed,startup_funding_dataset
Mann-Berry,SaaS,UK,382550.0,Seed,startup_funding_dataset
Schneider-Evans,Gaming,France,290344.0,Seed,startup_funding_dataset
Mckinney-Cochran,SaaS,UK,8757057.0,Series A,startup_funding_dataset
Scott-Juarez,Finance,India,431721087.0,IPO,startup_funding_dataset
Franklin-Little,Health,Australia,26110084.0,Series B,startup_funding_dataset
"Beard, Middleton and Mitchell",Tech,France,9648527.0,Series A,startup_funding_dataset
Jones-Schaefer,SaaS,USA,183677.0,Seed,startup_funding_dataset
"Cox, Fitzpatrick and Frank",E-commerce,Canada,5248149.0,Series A,startup_funding_dataset
Soto Inc,SaaS,UK,9028372.0,Series A,startup_funding_dataset
Anthony-Maldonado,Tech,India,997855688.0,IPO,startup_funding_dataset
Johnson Ltd,E-commerce,Germany,152838.0,Seed,startup_funding_dataset
"Johnson, Gonzalez and Palmer",AI,India,34371115.0,Series B,startup_funding_dataset
"Bass, Neal and Harris",Health,USA,33229141.0,Series B,startup_funding_dataset
"Gomez, Foster and Stanton",AI,UK,6664453.0,Series A,startup_funding_dataset
"Manning, Phillips and Thompson",AI,Netherlands,1186419.0,Series A,startup_funding_dataset
"Williamson, Wilson and Warren",Education,Canada,4817293.0,Series A,startup_funding_dataset
"Banks, Martin and Hicks",Finance,Netherlands,46716497.0,Series B,startup_funding_dataset
Hughes PLC,SaaS,Germany,3151508.0,Series A,startup_funding_dataset
"White, Gould and Beltran",Tech,USA,191842.0,Seed,startup_funding_dataset
Morales-Price,Finance,India,127965761.0,Series C,startup_funding_dataset
Tanner-Dennis,Health,USA,898236769.0,IPO,startup_funding_dataset
"Barton, Gallagher and Neal",Health,USA,4506961.0,Series A,startup_funding_dataset
Jones-Knight,Health,Canada,150478880.0,Series C,startup_funding_dataset
Howard LLC,Health,USA,133292175.0,Series C,startup_funding_dataset
"Miller, Miller and Smith",Health,Australia,9122992.0,Series A,startup_funding_dataset
"Hardin, Gonzalez and Ellis",SaaS,Australia,129458068.0,Series C,startup_funding_dataset
"Wright, Ramirez and Hunt",Gaming,Australia,17594682.0,Series B,startup_funding_dataset
Salazar and Sons,Health,Netherlands,4221630.0,Series A,startup_funding_dataset
Morris-Guzman,E-commerce,India,90141146.0,Series C,startup_funding_dataset
Mckay-Sherman,Finance,Germany,45998315.0,Series B,startup_funding_dataset
Barnes Group,Health,Germany,28246333.0,Series B,startup_funding_dataset
"Baker, Williams and Adams",Finance,India,29988465.0,Series B,startup_funding_dataset
"Randolph, Monroe and Craig",Education,Canada,236326.0,Seed,startup_funding_dataset
"Anderson, Benson and Morales",E-commerce,Canada,3610362.0,Series A,startup_funding_dataset
"Jones, Compton and Cook",Education,India,160643653.0,Series C,startup_funding_dataset
"Moore, Walton and Pearson",E-commerce,France,1408726.0,Series A,startup_funding_dataset
Lewis-Whitaker,E-commerce,Australia,11863614.0,Series B,startup_funding_dataset
Lawson and Sons,SaaS,Netherlands,267967978.0,IPO,startup_funding_dataset
Perez LLC,E-commerce,India,23923364.0,Series B,startup_funding_dataset
Brady Ltd,Gaming,Netherlands,184115729.0,Series C,startup_funding_dataset
"Walker, White and Price",Education,UK,98467214.0,Series C,startup_funding_dataset
Roman-Brooks,SaaS,UK,313801151.0,IPO,startup_funding_dataset
"Raymond, Ferguson and West",SaaS,Germany,683731251.0,IPO,startup_funding_dataset
Chavez-Harris,Education,USA,635591258.0,IPO,startup_funding_dataset
Preston-Glass,E-commerce,Australia,109479045.0,Series C,startup_funding_dataset
Torres-Martin,SaaS,Canada,185035859.0,Series C,startup_funding_dataset
"Clarke, Rogers and Sanchez",Gaming,Germany,349027.0,Seed,startup_funding_dataset
