round_id,startup_id,startup_name,funding_date,year,quarter,funding_stage,amount_million_usd,pre_money_valuation_million_usd,post_money_valuation_million_usd,equity_dilution_pct,lead_investor,investor_type,num_investors,sector,country,region,city,investor_id
R00147,S00091,JetLabs,2020-12-08,2020,Q4,Pre-Seed,0.21,1.02,1.23,6.8,Qualcomm Ventures,Angel Investor,6,Robotics & Automation,United States,North America,Austin,INV0062
R00148,S00092,MetaLink,2021-02-21,2021,Q1,Pre-Seed,0.73,5.14,5.87,7.7,Headline,Corporate VC,5,E-Commerce,Japan,Asia,Tokyo,INV0045
R00149,S00093,QuantumRobotics,2025-12-16,2025,Q4,Pre-Seed,0.4,2.13,2.53,12.3,Blume Ventures,Venture Capital,5,Fintech,India,Asia,Mumbai,INV0071
R00150,S00093,QuantumRobotics,2020-05-26,2020,Q2,Seed,1.05,3.65,4.7,21.8,Greylock Partners,Venture Capital,2,Fintech,India,Asia,Mumbai,INV0018
R00151,S00094,CloudBio,2025-07-24,2025,Q3,Pre-Seed,0.82,6.32,7.14,5.4,Coatue Management,Venture Capital,1,Artificial Intelligence,Argentina,South America,Buenos Aires,INV0017
R00152,S00095,Swiftio,2020-11-27,2020,Q4,Pre-Seed,0.33,2.56,2.89,8.6,Partech,Private Equity,9,E-Commerce,Kenya,Africa,Nairobi,INV0046
R00153,S00096,SwiftFinance,2024-10-19,2024,Q4,Pre-Seed,1.05,4.1,5.15,5.9,Coatue Management,Venture Capital,1,Healthcare & Biotech,Poland,Europe,Warsaw,INV0017
R00154,S00096,SwiftFinance,2025-09-12,2025,Q3,Series A,15.63,147.39,163.02,19.8,Intel Capital,Venture Capital,6,Healthcare & Biotech,Poland,Europe,Warsaw,INV0056
R00155,S00096,SwiftFinance,2025-02-21,2025,Q1,Series C,146.06,882.08,1028.14,9.0,SOSV,Venture Capital,5,Healthcare & Biotech,Poland,Europe,Warsaw,INV0025
R00156,S00097,BoltSense,2020-11-08,2020,Q4,Pre-Seed,0.46,3.71,4.17,12.2,Tiger Global,Venture Capital,1,Social Media / Creator Economy,Australia,Oceania,Sydney,INV0003
R00157,S00097,BoltSense,2025-09-17,2025,Q3,Seed,2.33,11.96,14.29,12.3,Mitsubishi UFJ Capital,Private Equity,6,Social Media / Creator Economy,Australia,Oceania,Sydney,INV0064
R00158,S00098,QuantumHealth,2022-08-15,2022,Q3,Seed,1.84,8.87,10.71,22.7,Amazon Alexa Fund,Crowdfunding,1,Artificial Intelligence,United States,North America,Seattle,INV0061
R00159,S00099,LumeEnergy,2023-04-17,2023,Q2,Seed,3.27,27.28,30.55,22.6,Partech,Venture Capital,7,Cybersecurity,United States,North America,San Francisco,INV0046
R00160,S00100,QuantumLogic,2020-03-07,2020,Q1,Seed,1.67,10.21,11.88,15.5,EQT Ventures,Crowdfunding,4,E-Commerce,China,Asia,Guangzhou,INV0030
R00161,S00101,WaveX,2025-03-11,2025,Q1,Seed,1.19,10.16,11.35,23.7,Microsoft M12,Venture Capital,2,Real Estate Tech,China,Asia,Beijing,INV0057
R00162,S00101,WaveX,2024-04-14,2024,Q2,Series A,10.71,106.87,117.58,20.2,Northzone,Venture Capital,1,Real Estate Tech,China,Asia,Beijing,INV0047
R00163,S00101,WaveX,2023-04-07,2023,Q2,Series C,84.79,570.86,655.65,20.1,Northzone,Venture Capital,7,Real Estate Tech,China,Asia,Beijing,INV0047
R00164,S00102,Dawnfy,2020-03-06,2020,Q1,Seed,2.86,17.81,20.67,10.9,Peak XV Partners (fka Sequoia India),Venture Capital,1,Web3 / Blockchain,United States,North America,Los Angeles,INV0021
R00165,S00103,ProtoBeam,2022-12-02,2022,Q4,Seed,1.28,11.99,13.27,20.5,Peak XV Partners (fka Sequoia India),Venture Capital,7,SaaS / Enterprise Software,Sweden,Europe,Stockholm,INV0021
R00166,S00104,BetaRobotics,2022-11-22,2022,Q4,Pre-Seed,0.12,0.65,0.77,14.3,Headline,Angel Investor,6,SaaS / Enterprise Software,Spain,Europe,Barcelona,INV0045
R00167,S00105,WaveFinance,2021-07-16,2021,Q3,Pre-Seed,0.62,5.03,5.65,9.5,Plug and Play,Venture Capital,3,Artificial Intelligence,India,Asia,Chennai,INV0026
R00168,S00106,TideBio,2023-08-05,2023,Q3,Seed,2.55,8.32,10.87,18.5,Tencent,Corporate VC,7,Artificial Intelligence,Argentina,South America,Buenos Aires,INV0053
R00169,S00106,TideBio,2024-06-28,2024,Q2,Series A,11.48,125.62,137.1,28.6,Samsung Ventures,Venture Capital,3,Artificial Intelligence,Argentina,South America,Buenos Aires,INV0055
R00170,S00107,RapidEnergy,2025-09-25,2025,Q3,Pre-Seed,0.51,4.69,5.2,7.7,Salesforce Ventures,Venture Capital,1,Artificial Intelligence,China,Asia,Shanghai,INV0058
R00171,S00107,RapidEnergy,2022-02-07,2022,Q1,Series A,14.04,159.84,173.88,26.9,Abu Dhabi Investment Authority,Accelerator,1,Artificial Intelligence,China,Asia,Shanghai,INV0051
R00172,S00107,RapidEnergy,2024-08-20,2024,Q3,Series B,44.71,440.33,485.04,27.5,Lightspeed Venture Partners,Government/Sovereign Fund,9,Artificial Intelligence,China,Asia,Shanghai,INV0006
R00173,S00108,Runeverse,2025-02-20,2025,Q1,Pre-Seed,0.33,1.46,1.79,8.6,BlueYard Capital,Accelerator,2,Fintech,Mexico,South America,Mexico City,INV0029
R00174,S00109,TerraX,2025-03-21,2025,Q1,Seed,1.93,16.22,18.15,17.5,Insight Partners,Venture Capital,6,Artificial Intelligence,United States,North America,Austin,INV0010
R00175,S00109,TerraX,2021-06-19,2021,Q2,Series B,17.1,151.91,169.01,24.8,Accel Partners,Corporate VC,4,Artificial Intelligence,United States,North America,Austin,INV0004
R00176,S00110,ApexHub,2023-01-08,2023,Q1,Seed,1.79,14.94,16.73,11.3,Sapphire Ventures,Venture Capital,4,Artificial Intelligence,United States,North America,Seattle,INV0035
R00177,S00111,NexusPlatform,2024-01-02,2024,Q1,Pre-Seed,0.93,3.22,4.15,12.9,LocalGlobe,Venture Capital,5,Gaming & Entertainment,Israel,Middle East,Tel Aviv,INV0042
R00178,S00111,NexusPlatform,2020-03-13,2020,Q1,Series A,18.26,115.72,133.98,26.9,SBI Investment,Angel Investor,2,Gaming & Entertainment,Israel,Middle East,Tel Aviv,INV0065
R00179,S00112,BoltEnergy,2020-09-25,2020,Q3,Pre-Seed,0.77,2.71,3.48,5.7,Norwest Venture Partners,Private Equity,7,Healthcare & Biotech,United States,North America,Chicago,INV0037
R00180,S00112,BoltEnergy,2024-11-17,2024,Q4,Series A,19.26,184.4,203.66,25.7,Seedcamp,Corporate VC,7,Healthcare & Biotech,United States,North America,Chicago,INV0028
R00181,S00113,DeltaPay,2022-08-26,2022,Q3,Pre-Seed,0.58,4.31,4.89,8.8,Lightspeed Venture Partners,Venture Capital,5,Artificial Intelligence,United States,North America,Austin,INV0006
R00182,S00114,RapidWare,2023-01-06,2023,Q1,Pre-Seed,0.66,4.28,4.94,10.3,Nexus Venture Partners,Venture Capital,1,Food & AgriTech,Brazil,South America,São Paulo,INV0072
R00183,S00115,Edgeverse,2024-11-02,2024,Q4,Seed,1.47,10.06,11.53,17.3,Partech,Venture Capital,4,SaaS / Enterprise Software,United States,North America,San Francisco,INV0046
R00184,S00115,Edgeverse,2024-11-11,2024,Q4,Series B,43.62,475.72,519.34,17.8,Bessemer Venture Partners,Venture Capital,5,SaaS / Enterprise Software,United States,North America,San Francisco,INV0013
R00185,S00116,LumeHealth,2020-09-19,2020,Q3,Seed,1.4,10.91,12.31,16.3,Sapphire Ventures,Government/Sovereign Fund,4,Artificial Intelligence,India,Asia,Chennai,INV0035
R00186,S00116,LumeHealth,2025-03-26,2025,Q1,Series B,46.64,313.31,359.95,16.0,Partech Africa,Private Equity,1,Artificial Intelligence,India,Asia,Chennai,INV0069
R00187,S00117,Dataly,2023-05-18,2023,Q2,Pre-Seed,0.31,1.47,1.78,14.1,Partech Africa,Venture Capital,1,HR Tech,United States,North America,Miami,INV0069
R00188,S00118,AstraSpace,2022-11-06,2022,Q4,Seed,1.22,10.51,11.73,13.9,Seedcamp,Private Equity,2,Fintech,Switzerland,Europe,Geneva,INV0028
R00189,S00119,NexusBase,2021-10-26,2021,Q4,Pre-Seed,1.18,8.19,9.37,9.7,Balderton Capital,Venture Capital,6,Edtech,Poland,Europe,Warsaw,INV0031
R00190,S00119,NexusBase,2023-02-19,2023,Q1,Seed,5.96,37.88,43.84,19.8,Seedcamp,Angel Investor,7,Edtech,Poland,Europe,Warsaw,INV0028
R00191,S00119,NexusBase,2022-11-03,2022,Q4,Series B,27.09,220.76,247.85,15.5,SoftBank Vision Fund,Accelerator,3,Edtech,Poland,Europe,Warsaw,INV0005
R00192,S00120,Lumeio,2025-08-23,2025,Q3,Seed,1.74,5.64,7.38,15.4,Alibaba Group,Crowdfunding,1,SaaS / Enterprise Software,China,Asia,Shenzhen,INV0054
R00193,S00121,VertexWare,2022-09-15,2022,Q3,Pre-Seed,0.78,5.37,6.15,14.7,Atomico,Angel Investor,4,Fintech,India,Asia,Mumbai,INV0032
R00194,S00121,VertexWare,2024-10-29,2024,Q4,Series A,5.82,62.34,68.16,25.9,Y Combinator,Private Equity,3,Fintech,India,Asia,Mumbai,INV0007
R00195,S00122,EchoCore,2023-03-24,2023,Q1,Pre-Seed,0.87,6.05,6.92,8.9,Rakuten Capital,Angel Investor,5,Gaming & Entertainment,United States,North America,Los Angeles,INV0063
R00196,S00122,EchoCore,2023-04-28,2023,Q2,Seed,1.16,11.39,12.55,12.2,Amazon Alexa Fund,Accelerator,2,Gaming & Entertainment,United States,North America,Los Angeles,INV0061
R00197,S00122,EchoCore,2021-06-16,2021,Q2,Series A,7.69,90.6,98.29,23.8,SBI Investment,Crowdfunding,3,Gaming & Entertainment,United States,North America,Los Angeles,INV0065
R00198,S00123,Ultraly,2025-09-15,2025,Q3,Pre-Seed,1.17,3.71,4.88,7.1,Seedcamp,Venture Capital,6,Gaming & Entertainment,United States,North America,Denver,INV0028
R00199,S00124,PulseAI,2023-09-30,2023,Q3,Seed,1.87,9.97,11.84,22.8,Chiratae Ventures,Family Office,2,Robotics & Automation,United States,North America,Chicago,INV0070
R00200,S00124,PulseAI,2026-02-14,2026,Q1,Series A,9.36,44.73,54.09,27.6,Andreessen Horowitz (a16z),Venture Capital,7,Robotics & Automation,United States,North America,Chicago,INV0002
R00201,S00125,CloudAnalytics,2022-08-01,2022,Q3,Seed,2.08,12.78,14.86,12.6,EQT Ventures,Angel Investor,2,Robotics & Automation,United States,North America,San Diego,INV0030
R00202,S00125,CloudAnalytics,2024-02-12,2024,Q1,Series A,14.5,97.3,111.8,26.0,Techstars,Corporate VC,4,Robotics & Automation,United States,North America,San Diego,INV0024
R00203,S00126,OnyxHub,2020-05-22,2020,Q2,Seed,3.07,11.05,14.12,23.0,Benchmark,Family Office,1,SaaS / Enterprise Software,Nigeria,Africa,Nairobi,INV0008
R00204,S00127,DawnWare,2022-12-01,2022,Q4,Seed,2.13,19.29,21.42,10.5,IVP,Venture Capital,2,Legal Tech,Thailand,Asia,Bangkok,INV0034
R00205,S00127,DawnWare,2020-07-05,2020,Q3,Series B,17.68,194.46,212.14,22.8,Partech Africa,Venture Capital,1,Legal Tech,Thailand,Asia,Bangkok,INV0069
R00206,S00128,GridBase,2024-01-21,2024,Q1,Seed,0.8,6.83,7.63,23.3,Khosla Ventures,Private Equity,4,Real Estate Tech,United Kingdom,Europe,Manchester,INV0012
R00207,S00129,Alphaverse,2024-10-06,2024,Q4,Seed,1.75,17.23,18.98,11.5,Redpoint Ventures,Venture Capital,7,Climate Tech / Clean Energy,India,Asia,Mumbai,INV0038
R00208,S00130,CyberBio,2025-02-19,2025,Q1,Pre-Seed,0.42,2.44,2.86,12.2,Cherry Ventures,Family Office,1,Artificial Intelligence,United Kingdom,Europe,Cambridge,INV0043
R00209,S00131,DawnLink,2026-02-18,2026,Q1,Seed,3.05,28.2,31.25,19.7,Chiratae Ventures,Venture Capital,5,Cybersecurity,Singapore,Asia,Singapore,INV0070
R00210,S00131,DawnLink,2023-04-13,2023,Q2,Series B,28.84,227.51,256.35,18.3,TLcom Capital,Venture Capital,3,Cybersecurity,Singapore,Asia,Singapore,INV0068
R00211,S00132,CoreAnalytics,2025-02-20,2025,Q1,Seed,2.41,7.73,10.14,16.2,Blume Ventures,Private Equity,1,Food & AgriTech,United Kingdom,Europe,Bristol,INV0071
R00212,S00132,CoreAnalytics,2022-01-14,2022,Q1,Series A,9.04,70.66,79.7,26.6,Redpoint Ventures,Venture Capital,6,Food & AgriTech,United Kingdom,Europe,Bristol,INV0038
R00213,S00133,Ionio,2022-08-16,2022,Q3,Seed,0.61,2.08,2.69,16.4,Mitsubishi UFJ Capital,Venture Capital,2,HR Tech,India,Asia,Mumbai,INV0064
R00214,S00133,Ionio,2020-02-10,2020,Q1,Series A,20.89,195.59,216.48,18.0,Sapphire Ventures,Family Office,5,HR Tech,India,Asia,Mumbai,INV0035
R00215,S00133,Ionio,2024-06-01,2024,Q2,Series B,27.04,209.59,236.63,25.9,Lightspeed Venture Partners,Corporate VC,8,HR Tech,India,Asia,Mumbai,INV0006
R00216,S00134,FluxEnergy,2024-09-03,2024,Q3,Seed,2.14,19.92,22.06,21.9,Sapphire Ventures,Corporate VC,2,Fintech,India,Asia,Pune,INV0035
R00217,S00135,DawnWorks,2025-12-02,2025,Q4,Pre-Seed,0.19,1.15,1.34,14.9,Plug and Play,Venture Capital,3,Real Estate Tech,United States,North America,Chicago,INV0026
R00218,S00135,DawnWorks,2025-12-23,2025,Q4,Series A,15.39,111.95,127.34,19.1,Seedcamp,Private Equity,3,Real Estate Tech,United States,North America,Chicago,INV0028
R00219,S00136,BoltBeam,2023-11-08,2023,Q4,Pre-Seed,0.55,3.08,3.63,5.1,DST Global,Private Equity,1,Artificial Intelligence,India,Asia,Bangalore,INV0033
R00220,S00136,BoltBeam,2022-11-15,2022,Q4,Seed,1.27,8.41,9.68,11.7,Elevation Capital,Private Equity,2,Artificial Intelligence,India,Asia,Bangalore,INV0036
R00221,S00137,AlphaSpace,2020-04-23,2020,Q2,Pre-Seed,0.47,4.64,5.11,6.0,Alibaba Group,Venture Capital,4,E-Commerce,United States,North America,Seattle,INV0054
R00222,S00137,AlphaSpace,2023-08-14,2023,Q3,Seed,1.56,8.44,10.0,18.2,BlueYard Capital,Venture Capital,2,E-Commerce,United States,North America,Seattle,INV0029
R00223,S00137,AlphaSpace,2025-05-09,2025,Q2,Series B,31.6,232.78,264.38,21.1,Andreessen Horowitz (a16z),Venture Capital,1,E-Commerce,United States,North America,Seattle,INV0002
R00224,S00138,CruxTech,2022-03-26,2022,Q1,Pre-Seed,0.93,7.71,8.64,14.2,Northzone,Corporate VC,1,Logistics & Supply Chain,China,Asia,Shenzhen,INV0047
R00225,S00138,CruxTech,2026-03-12,2026,Q1,Series A,7.91,65.04,72.95,15.4,GIC,Angel Investor,3,Logistics & Supply Chain,China,Asia,Shenzhen,INV0050
R00226,S00139,CyberLogic,2022-06-13,2022,Q2,Pre-Seed,0.74,3.27,4.01,9.4,Northzone,Venture Capital,3,Real Estate Tech,Indonesia,Asia,Surabaya,INV0047
R00227,S00139,CyberLogic,2021-04-19,2021,Q2,Seed,0.92,3.2,4.12,19.5,Samsung Ventures,Venture Capital,6,Real Estate Tech,Indonesia,Asia,Surabaya,INV0055
R00228,S00139,CyberLogic,2022-12-22,2022,Q4,Series A,30.07,182.79,212.86,18.1,Abu Dhabi Investment Authority,Government/Sovereign Fund,6,Real Estate Tech,Indonesia,Asia,Surabaya,INV0051
R00229,S00140,DeltaSpace,2023-06-20,2023,Q2,Seed,2.44,10.42,12.86,21.6,Nexus Venture Partners,Corporate VC,4,Artificial Intelligence,South Africa,Africa,Johannesburg,INV0072
R00230,S00141,AlphaStack,2021-07-15,2021,Q3,Pre-Seed,0.9,5.49,6.39,12.7,Cherry Ventures,Venture Capital,6,Climate Tech / Clean Energy,China,Asia,Beijing,INV0043
R00231,S00142,OrionHealth,2022-03-24,2022,Q1,Seed,1.31,12.51,13.82,20.9,Partech,Angel Investor,3,Fintech,Australia,Oceania,Melbourne,INV0046
R00232,S00143,OrionLogic,2024-01-05,2024,Q1,Pre-Seed,0.32,2.91,3.23,7.8,Elevation Capital,Venture Capital,6,Travel Tech,Indonesia,Asia,Surabaya,INV0036
R00233,S00143,OrionLogic,2020-01-11,2020,Q1,Series A,9.0,46.84,55.84,18.7,GIC,Government/Sovereign Fund,2,Travel Tech,Indonesia,Asia,Surabaya,INV0050
R00234,S00144,Pulseverse,2021-02-06,2021,Q1,Seed,1.06,5.7,6.76,21.7,DST Global,Private Equity,3,E-Commerce,Japan,Asia,Tokyo,INV0033
R00235,S00145,BoltPlatform,2024-05-05,2024,Q2,Pre-Seed,0.33,2.05,2.38,6.1,NEA,Venture Capital,2,Climate Tech / Clean Energy,United States,North America,Miami,INV0020
R00236,S00146,GridDynamics,2021-03-02,2021,Q1,Pre-Seed,0.36,1.78,2.14,11.4,Nexus Venture Partners,Angel Investor,2,Real Estate Tech,Australia,Oceania,Sydney,INV0072
R00237,S00147,CloudLabs,2020-05-04,2020,Q2,Pre-Seed,0.34,2.99,3.33,7.2,Index Ventures,Private Equity,3,Edtech,Spain,Europe,Barcelona,INV0015
R00238,S00148,ForgeHub,2024-04-21,2024,Q2,Seed,1.37,9.12,10.49,14.9,TLcom Capital,Corporate VC,2,Gaming & Entertainment,Nigeria,Africa,Nairobi,INV0068
R00239,S00149,CoreSense,2021-03-01,2021,Q1,Pre-Seed,0.41,1.74,2.15,12.5,SOSV,Accelerator,3,Healthcare & Biotech,Australia,Oceania,Melbourne,INV0025
R00240,S00150,SagePay,2020-05-30,2020,Q2,Seed,1.68,12.71,14.39,14.5,Draper Associates,Government/Sovereign Fund,3,Artificial Intelligence,Singapore,Asia,Singapore,INV0041
R00241,S00151,IonStack,2020-03-20,2020,Q1,Seed,2.58,22.77,25.35,18.9,Insight Partners,Angel Investor,4,Gaming & Entertainment,Colombia,South America,Medellín,INV0010
R00242,S00152,ProtoWare,2024-12-31,2024,Q4,Pre-Seed,0.49,1.83,2.32,11.9,NEA,Venture Capital,4,Space Tech,Brazil,South America,Rio de Janeiro,INV0020
R00243,S00153,BoltForge,2020-05-03,2020,Q2,Pre-Seed,0.14,0.46,0.6,5.7,Lightspeed Venture Partners,Government/Sovereign Fund,3,Cybersecurity,Brazil,South America,Belo Horizonte,INV0006
R00244,S00154,NexusTech,2022-10-21,2022,Q4,Pre-Seed,0.4,1.82,2.22,5.4,Tiger Global,Accelerator,1,Gaming & Entertainment,United States,North America,New York,INV0003
R00245,S00155,GridTech,2023-03-05,2023,Q1,Seed,2.18,8.31,10.49,16.0,Atomico,Venture Capital,2,Artificial Intelligence,Mexico,South America,Monterrey,INV0032
R00246,S00155,GridTech,2025-06-22,2025,Q2,Series A,6.35,49.71,56.06,17.2,Nexus Venture Partners,Angel Investor,4,Artificial Intelligence,Mexico,South America,Monterrey,INV0072
R00247,S00156,EdgeDynamics,2024-05-06,2024,Q2,Seed,1.66,15.3,16.96,22.2,Tiger Global,Venture Capital,2,Cybersecurity,India,Asia,Chennai,INV0003
R00248,S00156,EdgeDynamics,2023-06-20,2023,Q2,Series B,93.96,1046.17,1140.13,23.2,Y Combinator,Corporate VC,5,Cybersecurity,India,Asia,Chennai,INV0007
R00249,S00157,SwiftDynamics,2026-02-18,2026,Q1,Pre-Seed,0.29,2.31,2.6,12.7,500 Global,Private Equity,7,E-Commerce,Indonesia,Asia,Surabaya,INV0023
R00250,S00158,Cloudverse,2022-07-28,2022,Q3,Pre-Seed,0.16,0.66,0.82,8.1,Accel India,Venture Capital,2,Cybersecurity,China,Asia,Hangzhou,INV0073
R00251,S00158,Cloudverse,2022-04-16,2022,Q2,Series A,17.19,197.35,214.54,28.7,Techstars,Venture Capital,3,Cybersecurity,China,Asia,Hangzhou,INV0024
R00252,S00159,IonRobotics,2025-07-16,2025,Q3,Pre-Seed,0.6,2.53,3.13,7.8,Abu Dhabi Investment Authority,Family Office,3,Gaming & Entertainment,Indonesia,Asia,Jakarta,INV0051
R00253,S00159,IonRobotics,2023-02-13,2023,Q1,Seed,2.03,13.25,15.28,15.0,Google Ventures,Corporate VC,3,Gaming & Entertainment,Indonesia,Asia,Jakarta,INV0059
R00254,S00159,IonRobotics,2023-07-25,2023,Q3,Series A,24.32,284.22,308.54,24.8,Andreessen Horowitz (a16z),Venture Capital,8,Gaming & Entertainment,Indonesia,Asia,Jakarta,INV0002
R00255,S00160,NeoSecurity,2023-02-19,2023,Q1,Seed,0.5,4.92,5.42,22.1,Kingsway Capital,Angel Investor,3,Climate Tech / Clean Energy,India,Asia,Hyderabad,INV0067
R00256,S00161,HubLogic,2021-12-11,2021,Q4,Seed,2.24,11.66,13.9,21.1,Index Ventures,Venture Capital,4,Social Media / Creator Economy,Nigeria,Africa,Nairobi,INV0015
R00257,S00162,ZenoSense,2025-06-25,2025,Q2,Pre-Seed,0.4,1.98,2.38,5.6,NVIDIA NVentures,Corporate VC,2,Cybersecurity,United States,North America,Miami,INV0060
R00258,S00163,ProtoSpace,2026-03-08,2026,Q1,Pre-Seed,0.29,0.91,1.2,12.3,Coatue Management,Family Office,2,Travel Tech,United Kingdom,Europe,Edinburgh,INV0017
R00259,S00163,ProtoSpace,2025-08-31,2025,Q3,Series A,10.2,61.1,71.3,29.7,Alibaba Group,Corporate VC,5,Travel Tech,United Kingdom,Europe,Edinburgh,INV0054
R00260,S00164,CoreBase,2023-11-16,2023,Q4,Seed,1.76,6.03,7.79,12.9,GIC,Venture Capital,8,Food & AgriTech,South Korea,Asia,Seoul,INV0050
R00261,S00164,CoreBase,2020-02-22,2020,Q1,Series B,10.0,75.36,85.36,27.2,Qualcomm Ventures,Corporate VC,2,Food & AgriTech,South Korea,Asia,Seoul,INV0062
R00262,S00165,GridAnalytics,2020-06-10,2020,Q2,Seed,0.7,5.83,6.53,24.5,Union Square Ventures,Venture Capital,7,SaaS / Enterprise Software,India,Asia,Mumbai,INV0039
R00263,S00165,GridAnalytics,2024-07-18,2024,Q3,Series B,16.64,75.52,92.16,20.0,Balderton Capital,Venture Capital,1,SaaS / Enterprise Software,India,Asia,Mumbai,INV0031
R00264,S00166,CyberFlow,2021-10-16,2021,Q4,Pre-Seed,0.21,0.77,0.98,6.2,Rakuten Capital,Angel Investor,4,Cybersecurity,Brazil,South America,São Paulo,INV0063
R00265,S00166,CyberFlow,2025-09-26,2025,Q3,Seed,1.13,11.0,12.13,18.6,Insight Partners,Corporate VC,5,Cybersecurity,Brazil,South America,São Paulo,INV0010
R00266,S00166,CyberFlow,2020-12-09,2020,Q4,Series A,7.23,29.62,36.85,16.4,Seedcamp,Corporate VC,4,Cybersecurity,Brazil,South America,São Paulo,INV0028
R00267,S00167,CoreEnergy,2023-01-06,2023,Q1,Pre-Seed,0.2,1.45,1.65,13.8,Bessemer Venture Partners,Venture Capital,5,Edtech,United States,North America,San Diego,INV0013
R00268,S00167,CoreEnergy,2022-12-09,2022,Q4,Seed,1.45,13.04,14.49,11.6,Andreessen Horowitz (a16z),Accelerator,3,Edtech,United States,North America,San Diego,INV0002
R00269,S00168,CoreCore,2021-09-22,2021,Q3,Seed,0.62,6.03,6.65,23.5,Abu Dhabi Investment Authority,Venture Capital,2,Food & AgriTech,China,Asia,Beijing,INV0051
R00270,S00168,CoreCore,2024-07-10,2024,Q3,Series A,9.37,59.83,69.2,16.8,Sapphire Ventures,Private Equity,4,Food & AgriTech,China,Asia,Beijing,INV0035
R00271,S00169,GridSecurity,2025-04-04,2025,Q2,Pre-Seed,0.27,1.92,2.19,10.4,Point Nine Capital,Venture Capital,6,Fintech,China,Asia,Guangzhou,INV0044
R00272,S00170,Terraverse,2021-02-06,2021,Q1,Seed,1.61,12.44,14.05,10.1,SBI Investment,Private Equity,3,Fintech,Nigeria,Africa,Lagos,INV0065
R00273,S00170,Terraverse,2025-01-22,2025,Q1,Series A,4.98,36.03,41.01,15.5,IVP,Venture Capital,3,Fintech,Nigeria,Africa,Lagos,INV0034
R00274,S00171,DawnForge,2024-08-29,2024,Q3,Pre-Seed,0.31,1.77,2.08,12.8,Partech Africa,Angel Investor,2,Logistics & Supply Chain,United States,North America,Los Angeles,INV0069
R00275,S00172,MetaWare,2024-11-12,2024,Q4,Seed,1.08,5.71,6.79,13.9,Sequoia Capital,Venture Capital,7,E-Commerce,United States,North America,Los Angeles,INV0001
R00276,S00172,MetaWare,2020-09-30,2020,Q3,Series A,5.53,53.8,59.33,24.5,Sequoia Capital,Venture Capital,4,E-Commerce,United States,North America,Los Angeles,INV0001
R00277,S00172,MetaWare,2023-02-18,2023,Q1,Series C,203.51,829.36,1032.87,20.1,Rakuten Capital,Family Office,11,E-Commerce,United States,North America,Los Angeles,INV0063
R00278,S00173,ProtoCore,2023-12-31,2023,Q4,Seed,1.19,9.92,11.11,12.2,Microsoft M12,Venture Capital,2,Healthcare & Biotech,United States,North America,Los Angeles,INV0057
R00279,S00174,TidePlatform,2021-07-24,2021,Q3,Seed,0.69,3.32,4.01,13.8,SoftBank Vision Fund,Government/Sovereign Fund,8,E-Commerce,China,Asia,Guangzhou,INV0005
R00280,S00175,AstraEnergy,2023-08-18,2023,Q3,Seed,1.79,17.05,18.84,16.2,LocalGlobe,Private Equity,1,Space Tech,United Kingdom,Europe,Cambridge,INV0042
R00281,S00175,AstraEnergy,2020-10-11,2020,Q4,Series A,4.47,33.5,37.97,25.5,Battery Ventures,Angel Investor,3,Space Tech,United Kingdom,Europe,Cambridge,INV0019
R00282,S00176,CyberHealth,2022-12-11,2022,Q4,Seed,2.42,10.07,12.49,13.4,NVIDIA NVentures,Venture Capital,2,SaaS / Enterprise Software,United States,North America,New York,INV0060
